combination,surgeon_group,frequency,total_amount,avg_amount_per_case
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,3542.2799999999997,3542.2799999999997
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + ליגשור מרילנד ארוך - LF1937 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,3335.9300000000003,3335.9300000000003
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2098.9833,2098.9833
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2160.9300000000003,2160.9300000000003
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2098.9833,2098.9833
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + VENTRALEX SMALL - 5950007 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,3926.6296,3926.6296
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,3417.5822,3417.5822
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1),Cheap,1,2582.7870000000003,2582.7870000000003
"PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול לטרוקר 5 - CFS02 (1)",Cheap,1,2646.1437,2646.1437
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,2608.2963,2608.2963
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + טאקר נספג-25 סיכות-ETHICON (1),Cheap,1,3166.25,3166.25
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2009.9,2009.9
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2084.9,2084.9
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,1915.6374,1915.6374
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + מספריים לאפ (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1860.9,1860.9
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,2020.9095,2020.9095
"PROGRIP ANTMCL 15X10CM-RIGHT (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר 5 מ""מ  174006 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול לטרוקר 5 - CFS02 (1)",Cheap,1,5508.8297999999995,5508.8297999999995
PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,1740.4948,1740.4948
PROGRIP FLAT SHEET MESH 15X10 (1) + PROGRIP FLAT SHEET MESH 16X12 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + VERSAONE BLADED TROCAR WITH FI (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר CFF33 - 11X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2812.9413,2812.9413
PROGRIP FLAT SHEET MESH 15X10 (1) + SOL. SEPTAL SCRUB 500ML (1) + SOL.ALCOHOL+CHLORHEXIDINE 0.5L (1) + SURGICEL FIBRILLAR 2.5CM*5.1CM (1) + UNMAPPED_CODE (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים לאנדו (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2172.4610000000002,2172.4610000000002
"PROGRIP FLAT SHEET MESH 15X10 (1) + SOL. SEPTOL 500ML (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול לטרוקר 5 - CFS02 (1)",Cheap,1,1137.8512,1137.8512
PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX ROUND MESH 15CM (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,4457.3146,4457.3146
PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX ROUND MESH 15CM (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,3113.48,3113.48
PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,3208.26,3208.26
"PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,3100.7268,3100.7268
"PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 0 R.B.37-VLOCL0306 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול לטרוקר 5 - CFS02 (1)",Cheap,1,1978.4089,1978.4089
"PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 0 R.B.37-VLOCL0306 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1967.4090999999999,1967.4090999999999
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 0 R.B.37-VLOCL0306 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1193.48,1193.48
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1),Cheap,1,981.5333,981.5333
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + אנדו קליפ 10 176625 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1806.9637,1806.9637
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1969.0156,1969.0156
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1268.48,1268.48
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1206.5333,1206.5333
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Cheap,1,1118.48,1118.48
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר CFF03 - 5X100 (1) + טרוקר CFF33 - 11X100 (1) + מספריים לאפ (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,1873.0520000000001,1873.0520000000001
"PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1338.087,1338.087
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 10 176657 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1662.87,1662.87
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2500.8819,2500.8819
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + בלון להרניה עגול - SMBTTRNDX (1),Cheap,1,2473.2656,2473.2656
"PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + מחט ורז 120 מ""מ - חד פעמי (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1900.1248,1900.1248
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Cheap,1,1879.9321,1879.9321
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1879.9323,1879.9323
"PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1)",Cheap,1,1666.3727999999999,1666.3727999999999
PROGRIP FLAT SHEET MESH 15X10 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1917.45,1917.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,2293.3472,2293.3472
PROGRIP FLAT SHEET MESH 15X10 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2498.8,2498.8
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר CFF03 - 5X100 (1),Cheap,1,994.3870000000001,994.3870000000001
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,1199.6198000000002,1199.6198000000002
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1),Cheap,1,1042.45,1042.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל OPTI-סכין-5X100 (1),Cheap,1,1117.45,1117.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Cheap,1,1042.45,1042.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + ליגשור מרילנד ארוך - LF1937 (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2424.3345,2424.3345
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1192.45,1192.45
"PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-12X100 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1200.0241,1200.0241
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Cheap,1,1117.45,1117.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1117.45,1117.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Cheap,1,1042.45,1042.45
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1117.45,1117.45
"PROGRIP FLAT SHEET MESH 16X12 (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1287.4505,1287.4505
ULTRAPRO ADVANCED MESH 15*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,2035.7567,2035.7567
"ULTRAPRO ADVANCED MESH 15*30CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,2401.2795,2401.2795
ULTRAPRO ADVANCED MESH 15*30CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-5X100 (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2262.1450999999997,2262.1450999999997
ULTRAPRO ADVANCED MESH 15*30CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,2247.3267,2247.3267
ULTRAPRO ADVANCED MESH 15*30CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,1,2308.9809,2308.9809
"ULTRAPRO ADVANCED MESH 15*30CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,1,2325.937,2325.937
V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר CFF33 - 11X100 (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + ליגשור מרילנד ארוך - LF1937 (1) + סקשן איריגיישיין 5 (1),Cheap,1,1713.4413,1713.4413
V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,244.0833,244.0833
"VERSATEX MONO.MESH-VTX1515 (1) + אנדו קלינצ' 5 174317 (1) + אנדו קליפ 5 EL5ML (1) + בלון להרניה עגול - SMBTTRNDX (1) + טאקר נספג - 15 סיכות (1) + מחט ורז 150 מ""מ - חד פעמי (1)",Cheap,1,2677.0261,2677.0261
VERSATEX MONO.MESH-VTX1515 (1) + טאקר נספג - 15 סיכות (1),Cheap,1,1066.6667,1066.6667
טרוקר אקסל OPTI-5X100 (1),Cheap,1,75.0,75.0
"""L"" HOOK ELECTRODE 5X32CM (1) + 3DMAX LIGHT 8X 3CM - LEFT (1) + 3DMAX LIGHT 8X13CM - RIGHT (1) + בלון להרניה עגול - SMBTTRNDX (1) + טאקר נספג-25 סיכות-ETHICON (1) + סקשן איריגיישיין 5 (1)",Expensive,1,3115.8269,3115.8269
3DMAX EX.LARGE 12X17-RIGHT (1) + 3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + ENDO BAG 5X7IN (1) + LIQUIBAND FIX8 טאקר דבק (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + אנדו קלינצ 5 מ''מ (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3522.0528,3522.0528
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + CLOSURE DEVICE (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1)",Expensive,1,3022.8156,3022.8156
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + LIQUIBAND FIX8 טאקר דבק (1) + SURGICEL 10CM * 20CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + סקשן איריגיישיין 5 (1),Expensive,1,3932.5724999999998,3932.5724999999998
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + אנדו קלינצ' 5 174317 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1)",Expensive,1,3570.7855,3570.7855
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,3700.2673999999997,3700.2673999999997
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-12 סיכות-ETHICON (1) + שרוול אקסל 10-11  CB11LT (1),Expensive,1,3997.8532,3997.8532
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול לטרוקר 5 - CFS02 (1)",Expensive,1,3025.0971,3025.0971
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CLOSURE DEVICE (1) + MICROVAL 7.5 X 15CM (1) + VENTRALIGHT ST CIRCLE MESH 15. (1) + אנדו קלינצ 5 מ''מ (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל עם סכין 5 D5ST (1) + סקשן איריגיישיין 5 (1),Expensive,1,6074.5264,6074.5264
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + ENDO BAG 5X7IN (1) + LIQUIBAND FIX8 טאקר דבק (1) + SURGICEL FIBRILLAR 5CM*10CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (2) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + ליגשור מרילנד ארוך - LF1937 (1) + סקשן איריגיישיין 5 (1),Expensive,1,4688.3847,4688.3847
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC 90 3/0 - FU400HHFAB (1) + אנדו קליפ 5 176630 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3538.9422999999997,3538.9422999999997
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + FILBLOC 90 3/0  - FU395HHFAB (1) + אנדו קלינצ' 5 174317 (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,3360.9407,3360.9407
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + FILBLOC 90 3/0  - FU395HHFAB (1) + אנדו קליפ 5 176630 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,3304.0835,3304.0835
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + FILBLOC 90 3/0  - FU395HHFAB (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,2532.8449,2532.8449
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + FILBLOC 90 3/0  - FU395HHFAB (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2506.0324,2506.0324
